,date,freq
858,"October 13, 2021",3
859,"April 18, 2018",3
860,"September 28, 2019",3
861,"November 14, 2016",3
862,"October 22, 2017",3
863,"July 29, 2018",3
864,"August 28, 2017",3
865,"January 07, 2016",3
866,"February 28, 2017",3
867,"February 08, 2016",3
868,"April 06, 2019",3
869,"October 27, 2017",3
870,"October 04, 2019",3
871,"January 05, 2018",3
872,"January 24, 2016",3
873,"October 08, 2017",3
874,"September 22, 2017",3
875,"June 10, 2021",3
876,"December 31, 2018",3
877,"February 17, 2020",3
878,"May 30, 2021",3
879,"July 19, 2021",3
880,"May 24, 2019",3
881,"April 06, 2020",3
882,"April 05, 2018",3
883,"July 30, 2021",3
884,"January 20, 2018",3
885,"July 27, 2021",3
886,"November 06, 2021",3
887,"September 18, 2018",3
888,"May 20, 2019",3
889,"October 06, 2017",3
890,"October 20, 2019",3
891,"January 23, 2018",3
892,"January 10, 2018",3
893,"October 19, 2021",3
894,"December 09, 2018",3
895,"September 17, 2021",3
896,"August 13, 2019",3
897,"December 24, 2016",3
898,"March 19, 2019",3
899,"November 02, 2019",3
900,"October 05, 2018",3
901,"May 28, 2021",3
902,"June 12, 2017",3
903,"November 08, 2018",3
904,"March 08, 2019",3
905,"July 14, 2021",3
906,"August 07, 2020",3
907,"December 26, 2017",3
908,"June 07, 2021",3
909,"November 16, 2019",3
910,"March 28, 2021",3
911,"January 05, 2019",3
912,"January 28, 2020",3
913,"May 08, 2019",3
914,"December 04, 2018",3
915,"August 10, 2018",3
916,"November 17, 2014",2
917,"February 28, 2018",2
918,"October 03, 2019",2
919,"August 26, 2013",2
920,"May 23, 2019",2
921,"January 05, 2017",2
922,"March 16, 2017",2
923,"March 20, 2020",2
924,"February 07, 2020",2
925,"March 26, 2019",2
926,"August 07, 2013",2
927,"December 10, 2016",2
928,"March 18, 2018",2
929,"January 25, 2013",2
930,"October 03, 2013",2
931,"February 09, 2016",2
932,"June 23, 2013",2
933,"February 07, 2017",2
934,"March 18, 2017",2
935,"February 17, 2015",2
936,"May 20, 2020",2
937,"January 23, 2020",2
938,"February 05, 2014",2
939,"January 02, 2020",2
940,"November 08, 2016",2
941,"February 17, 2019",2
942,"March 06, 2019",2
943,"February 15, 2017",2
944,"June 24, 2019",2
945,"December 24, 2014",2
946,"February 23, 2020",2
947,"January 19, 2019",2
948,"March 14, 2015",2
949,"December 14, 2013",2
950,"January 21, 2020",2
951,"August 07, 2019",2
952,"October 13, 2017",2
953,"September 22, 2019",2
954,"January 20, 2017",2
955,"January 31, 2019",2
956,"May 10, 2018",2
957,"March 18, 2013",2
958,"September 12, 2021",2
959,"July 01, 2017",2
960,"June 21, 2021",2
961,"September 21, 2021",2
962,"February 12, 2020",2
963,"February 17, 2021",2
964,"January 22, 2015",2
965,"August 05, 2021",2
966,"April 05, 2021",2
967,"August 28, 2018",2
968,"September 12, 2019",2
