product_title,asin,author,review,rating,date,url
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,Marlene Mize,The fragrance is very calming throughout the entire house.  I am able to burn this candle for 8 hours a day for 4 or 5 days.,5.0,2021-06-02,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=27
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,Michelle Chapin,Don’t buy.  Candle does not hold up. Melted weird. And was gone in a few hours.,1.0,2021-10-31,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=27
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,Tami Gee,"First, it still amazes me how fast Amazon can get an order to you!  This candle is one of my favorite top 5 scents.  The price was outstanding.",5.0,2021-10-25,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=27
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,Janine,"I didn’t like the fragrance. It’s kind of an outdated men’s cologne odor, like wearing Halston or the like. I gave it five stars for value because it does last; in fact, I can’t seem to use it up. I’ll throw it out since I have other fragrances coming.",3.0,2018-11-24,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=27
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,Debra,Not really impressed.  Scent is way too light... Can't smell it when it's burning.  Frustrating to spend money on things that aren't what they claim to be.,1.0,2021-01-03,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=28
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,That Girl,"The media could not be loaded. Completely shattered.  Poor packaging. The box smelled lovely,  too bad this gift was sent broken. You could hear the glass,  not sure what the driver was thinking.",1.0,2020-12-13,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=28
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,Angel S,Could barely smell the scent this used to be my favorite out of the entire collection. Yankee candle is bare minimum now.,3.0,2021-06-30,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=28
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,NC BLUE,Nice candle for summer. Great strong smell,5.0,2021-05-15,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=28
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,Amazon Customer,"When these go on a lightning deal, they’re a great buy. This particular scent is interesting. I would describe it as a fresh-smelling man. :)",5.0,2021-02-26,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=28
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,Bella2009,"Disappointed! This used to be one of my favorite scent’s from Yankee. I purchased this candle from Amazon and the scent is very weak. Honestly, no smell. I’m not sure if Yankee changed something but it wasn’t from the best",1.0,2020-04-05,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=28
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,LeNoir LaFlora II,No sent at all when light. Thought it would be strong but it's not. Have to have it in close area then you'll be able to smell.,4.0,2022-01-13,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=28
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,ASHWIN S.,After having read the reviews I decided to give this a try despite few warning us not to. Well I’d have to admit this candle is a colossal waste of money. The aroma from my Bath and body candle that I lit for an hour 4 days back still manages to fill the room whilst I almost burnt my nose trying to smell the candle after being lit for over an hour. I’d rather buy the cheap ones from Walmart. Atleast they smell better.,1.0,2021-01-27,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=28
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,AnthonyW,"The smell is very light, even cannot smell it. I prefer the apple cinnamon candle.. and it costs almost twice than the apple cinnamon candle.",2.0,2021-02-24,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=28
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,Gwendolyn E. Jenkins,One of their best scents.,5.0,2021-12-27,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=28
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,Melanie Newman,"What happened to the scent intensity of Yankee Candles?  I am unable to smell the candle at all when burning. The scent is pleasant when you open the jar, but do not expect to enjoy this scent when burning.",1.0,2021-04-10,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=29
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,Kathy Linnane,Is a good candle. The scent used to be stronger. I have a big roo. With high ceilings so it has to burn for about 5 hours to be really noticeable.,4.0,2021-01-16,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=29
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,cica_trix,This may be my 1st 1 start review.  There is little to no scent coming out from this brand new candle.  Thais all you need to know.  It used to be great but not anymore I guess.  If this was a regular item I would return it as a defect.  Thank you.,1.0,2020-10-14,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=29
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,Sharon B,"My favorite scent, clean fresh and soft. Quality as expected from Yankee candle along with longevity. I purchased pre-owned… Just came in a plain brown box, No problem for me saved half the price!",5.0,2020-12-19,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=29
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,Kevin in Alabama,"I love Yankee Candles, but the one I purchased had absolutely no scent and my son agrees. This particular candle is a DUD even though I purchased it on sale.",1.0,2020-12-10,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=29
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,Amanda,This is the most wonderful smell in the universe. And $10 less than what I see on store shelves. Yankee candle makes some damn good products.,5.0,2021-02-20,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=29
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,James,"I ordered this candle expecting it to smell more on the citrus side given the name. When I got it, I was not unpleasantly surprised to find out that it smelled more like shaving cream. It's not a bad smell, but's it's not what I was expecting or intended to order at all.",4.0,2021-02-03,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=29
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,Amazon Customer,,1.0,2021-11-03,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=29
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,darkglobe00,"Happy with shipping/packaging, especially being a glass product. Arrived in tact, no cracks in the glass container and the house smells good!!!",5.0,2021-09-06,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=29
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,sleepingmoon,"The product arrived broken. The packaging was in tact, and this candle was shipped  with others in similar packaging in the same box, but this one was broken. The scent was great and I  will keep it for use at home, but had to purchase an alternate gift as a replacement.",2.0,2019-08-02,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=29
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,SaveYourMoney,"This is a great soothing scent. If I could have a lifetime supply of this, I would. However I don't, so it is sort of expensive. The duration of the candle is decent. Depends upon your use though. Overall the scent is awesome.",5.0,2020-02-04,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=30
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,Sky,"Loved this buy! The price was wonderful, as I’ve always loved yankee products but not usually the prices. Nice addition to my Halloween decor!",4.0,2021-10-15,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=30
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,J,This is absolutely my favorite scent from Yankee Candle.  The Jar Candles last for a really long time and will fill a room with the scent well.  I've been buying this scent for years and it's great to provide a cool/dark/pleasant smell in any room.,5.0,2017-07-17,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=30
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,Mom of 2,This was a favorite STRONG scent from Yankee. Finally finished Midsummer's  night purchased a couple years ago so bought another just bought another. Burned 3 straight days around 4 hours and can barely smell in bedroom.,3.0,2019-12-20,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=30
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,Eva N.,"Delivered Jul 28, 2021 Yankee Candle Eucalyptus Scented Large Jar -  Can't open it because the wax fills the entire jar.  Can light it cos I can't open it.  It's gotta go back!!!!",1.0,2021-08-09,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=30
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,Natalie Williams,"This is my favorite Yankee candle, I like the two wins and the scent lasts for a long time as well as the candle! Best value for the money I am sure of it! Highly recommend!",5.0,2020-10-21,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=30
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,kelly sheehan,Smells like Senior year of HS - drakkar forever hahah,5.0,2021-02-06,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=30
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,Ryan,A lot of reviews showed the candles arriving melted and unusable. I can say for my experience I ordered four after being placed on sale and they all arrived in original packaging correctly with no defects. I’m highly satisfied with the product and delivery.,5.0,2020-11-14,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=30
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,reflux,"This just arrived and it has almost no scent, just like the others have said. I tried adding yankee candle scent oil to give it more smell, but it hasn't helped. The product is garbage.",1.0,2022-01-20,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=30
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,Vontrise,Meets expectations!!!,5.0,2021-01-09,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=30
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,imma,"My mom used to burn this scent (midsummer) 20 years ago, it still smells the same. Nostalgic. I miss my mom.",5.0,2021-09-14,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=31
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,La Princessa,"Love these candles. Very nice aroma but not overbearing.  Also, family and friends like the smell. It also, burned evenly.",5.0,2021-03-19,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=31
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,Kathie N Folts,I had hoped that this candle would have a stronger scent as it was a Yankee Candle.  I would not but this one again,4.0,2021-04-15,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=31
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,Lavinnia,"Love the scent! I wanted something clean and fresh, not at all overpowering. This was perfect! It was well packaged, not damaged in any way. Good price for Yankee Candle.",5.0,2020-10-19,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=31
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,Barb,"Wick burns too high no matter how much I have clipped it, resulting in a huge amount of scent released in the living room where it was placed. I am very disappointed with the candle.",2.0,2021-01-12,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=31
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,Kristen SW Washington,"I have diligently kept the wick of this jar candle trimmed to 1/8” & it still smoked & left black residue on the inside of the jar. It also seemed to burn more quickly than other Yankee Candles I’ve had that were the same size & scent. For $20, the candle ought to last for at least 12 hours of burn-time.",4.0,2019-02-03,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=31
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,Sherrie Loyd,I was not happy with this candle..I use to buy Yankee Candles all the time years ago and the scent was stronger and I was pleased with them.. This candle had a very little scent to it..Yankee Quality isn’t there anymore..,2.0,2019-12-14,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=31
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,Stan,The gifts arrived on time and in good shape. My wife likes them and the candle she has list so far smells nice.,5.0,2021-04-17,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=31
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,woof,"The citrus & sage scent is such a mild smell i could hardly  smell it at all, it does burn well though",2.0,2021-05-16,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=31
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,Florida flamingo,Gave it as a gift for an 18 yr old & she loved the scent & the black candle fit into her bedroom there.,5.0,2021-11-04,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=31
Yankee Candle Large Jar Candle Balsam & Cedar,B000JDGC78,Amy Elizabeth Taylor,"Dissatisfied purchase. All Yankee Candle products I have bought in the past have been fantastic, however, these particular candles gave off relatively no scent. Would compare it to a cheap Walmart brand candle and wouldn’t recommend.",1.0,2018-11-08,https://www.amazon.com/product-reviews/B000JDGC78/?pageNumber=1
Yankee Candle Large Jar Candle Balsam & Cedar,B000JDGC78,S. Dial,"I purchased three of these candles for my aunt (who is located in a different state across the country from where I live) who has severe mobility issues and wears a colostomy bag as a result of cancer treatment. She requested good quality & good smelling candles to help with the smell when she and her caregiver change her bag. I purchased the Balsam & Cedar, Lavender and Sparkling Cinnamon candles thinking that each would offer a pleasant and varied aroma depending on her mood. She was excited to receive the package and quickly tried each of the candles. Both she and her caregiver remarked that all three of the candles smelled ""cheap"", they said that ""they smell like Lysol"" and they're reminiscent of ""dollar store quality candles"". I am exceedingly disappointed. I expect more from Yankee Candle (a brand that I've personally used in my own home and normally have a high opinion of), I expect better quality for candles that cost more than $10 each. At the very least I expect for each of the candle aromas to be distinguishable from one another. Now my aunt is stuck with three terrible smelling candles that she won't use, and I think we can all agree that the situation must be bad if you prefer the smell of human waste to a product designed to freshen the air.",1.0,2018-12-04,https://www.amazon.com/product-reviews/B000JDGC78/?pageNumber=1
Yankee Candle Large Jar Candle Balsam & Cedar,B000JDGC78,Barbara Elyse,the scent was so perfect for the holiday season and now after - they last and last and last - chose not to do a tree and the scent of this candle allowed me to have the fresh scent of a Christmas Tree without the work and clean up - the candle was so satisfying I purchased another a week later for the back of the house.,5.0,2018-02-01,https://www.amazon.com/product-reviews/B000JDGC78/?pageNumber=1
Yankee Candle Large Jar Candle Balsam & Cedar,B000JDGC78,BIG_LYD,My absolute favorite Yankee candle scent!  Use it year round.  Nice outdoor/natural scent that isn’t overpowering. Make sure to burn candle one hour for every diameter inch (approximately 4 inches for large jar) so that the wax melts evenly and you don’t waste any of the candle wax.,5.0,2018-01-18,https://www.amazon.com/product-reviews/B000JDGC78/?pageNumber=1
Yankee Candle Large Jar Candle Balsam & Cedar,B000JDGC78,LaFawnDuh,"This candle transplants me instantly to the dark Canadian wilderness. Trees, pine cones and even a hint of snow come alive in a true treat for your nostrils. Be careful though, Fire is hot!",5.0,2018-09-09,https://www.amazon.com/product-reviews/B000JDGC78/?pageNumber=1
Yankee Candle Large Jar Candle Balsam & Cedar,B000JDGC78,Jaline,Balsam & Cedar has always been one of my favorite Yankee scents! I really like this scent for the holidays. Mine arrived in perfect condition and the scent lasted until the was was gone.,5.0,2018-08-17,https://www.amazon.com/product-reviews/B000JDGC78/?pageNumber=1
Yankee Candle Large Jar Candle Balsam & Cedar,B000JDGC78,Sandi,"I bought this thinking I'd have the faint pine scent of a real tree in the house for Christmas.  There were so many glowing reviews and Yankee candles have a good reputation, so I didn't think I could go wrong.  Admittedly, my husband has a sensitivity to smells, but he was right on this one - it didn't have that fresh pine smell.  It reminded me of the car air fresheners of old that people used to hang on their rear view mirrors.  It is much too strong - and not really the mild pine scent I had anticipated.  I gave it to a friend who wanted to try it and told her to donate it if she found they didn't like the scent.",1.0,2019-01-02,https://www.amazon.com/product-reviews/B000JDGC78/?pageNumber=1
Yankee Candle Large Jar Candle Balsam & Cedar,B000JDGC78,Carin Elisa Laue,"Candle arrived with no wick. I love yankee candles and order them frequently. I’ve never had this problem before. I got a knife out to see if perhaps the wick was under the surface, but no. What a waste of money.",1.0,2020-09-23,https://www.amazon.com/product-reviews/B000JDGC78/?pageNumber=1
Yankee Candle Large Jar Candle Balsam & Cedar,B000JDGC78,matt stalone,"Smells great, but candle arrived misshapen, as seen in photos. Wick not at surface.",3.0,2018-07-20,https://www.amazon.com/product-reviews/B000JDGC78/?pageNumber=1
Yankee Candle Large Jar Candle Balsam & Cedar,B000JDGC78,mary e. hoffman,have bought yankee candles for years.  what a disappointment.  this is my last yankee candle purchase,1.0,2021-12-19,https://www.amazon.com/product-reviews/B000JDGC78/?pageNumber=1
Yankee Candle Large Jar Candle Balsam & Cedar,B000JDGC78,Jeff H.,"Once upon a time, Yankee Candles were premium scented candles. These days, not so much. I bought two candles, one Balsam & Cedar and the other Autumn Wreath.  You can barely smell the scents of either, even after burning for a substantial period of time. You can smell them if you hold your nose up to the candle, but the scent just doesn’t dissipate much once lit. I’m incredibly disappointed and most likely will be submitting a return on BOTH candles. And this is definitely not the first time this has happened. The quality of their candles has clearly went downhill in recent years. At any rate, it’s high time for me to find a new candle brand that actually delivers on their scents!",1.0,2021-10-21,https://www.amazon.com/product-reviews/B000JDGC78/?pageNumber=2
Yankee Candle Large Jar Candle Balsam & Cedar,B000JDGC78,Annie,No scent.Very disappointing.Have never had this problem with Yankee candles before. Will only buy at Yankee Candle Store in the fuuture. I usually have been pleased with Amazon orders. Not this time,1.0,2018-12-01,https://www.amazon.com/product-reviews/B000JDGC78/?pageNumber=2
Yankee Candle Large Jar Candle Balsam & Cedar,B000JDGC78,ccas,"This candle does not smell like a fresh candle.  Very weak fragrance when not lit and no noticeable fragrance when burning.  This is a waste of money.  It doesn't smell like a genuine Yankee candle, I think it's a fake. buyer beware",1.0,2019-12-12,https://www.amazon.com/product-reviews/B000JDGC78/?pageNumber=2
Yankee Candle Large Jar Candle Balsam & Cedar,B000JDGC78,Jeanne Smith,"Below is my review. I read an article (Avery Hartmans/Business Insider) that stated the lack of smell with this candle is due to COVID. Mr. Hartmans generalization is unfounded. I have Village Candles that I can smell just fine and have no issues tasting or smelling what I eat or drink. When will we stop blaming everything on COVID?!? The candle has one wick and is very pretty. There is zero scent when burning the candle. I purchased one for us and another to give as a gift. The lack of scent when being burned, I will donate the second one. We have always purchased Village Candles and trying Yankee Candles was not a good choice.",2.0,2021-12-18,https://www.amazon.com/product-reviews/B000JDGC78/?pageNumber=2
Yankee Candle Large Jar Candle Balsam & Cedar,B000JDGC78,Sherry Wallen,"I love the scent.. I’m watching Rachel Maddow’s story about folks not being able to smell scented candles, including Yankee. Statistics seem to show a correlation of Covid cases with folks not being able to “smell” the Candles. I just want you to know I can smell your candles and I Love Their Scent!",5.0,2021-12-23,https://www.amazon.com/product-reviews/B000JDGC78/?pageNumber=2
Yankee Candle Large Jar Candle Balsam & Cedar,B000JDGC78,George,Item was supposed to smell like pine.. hardly any smell at all.calling Amazon tomorrow.return..thought Yankee candles were one of the best.can get more pine smell from car air freshener.,1.0,2018-12-03,https://www.amazon.com/product-reviews/B000JDGC78/?pageNumber=2
Yankee Candle Large Jar Candle Balsam & Cedar,B000JDGC78,Jessica,"I was looking for for a Christmas feel. I have only ever tried jasmine scent that I bought at target, so I was really  blindly choosing my next scent. I first bought a medium size magical frosted forest scent hoping it would bring my fake Christmas tree to life .  The scent was not strong so I had to put it in my tiny bathroom  where it filled each inch of space with scent , my husband loved it , it was ok for me  at first I was upset I bought a candle that smelled like Pinesol cleaner  but once I lit it ,  it was more subtle  and then it ended so I bought this Balsam cedar also hoping it would bring my Christmas tree to life , it being much bigger , I was wrong  I also had to place this one in my tiny bathroom just to smell anything , and now I realized that the magical frosted forest smelled stronger and better  . I wish I could describe the exact scents I smell but I  am no expert  (yet). But I do think the eucalyptus in the magical frosted forest made a difference  so I would definitely buy that one again .",3.0,2020-12-15,https://www.amazon.com/product-reviews/B000JDGC78/?pageNumber=2
Yankee Candle Large Jar Candle Balsam & Cedar,B000JDGC78,Pepper,No scent. Dissapointing,1.0,2021-12-17,https://www.amazon.com/product-reviews/B000JDGC78/?pageNumber=2
Yankee Candle Large Jar Candle Balsam & Cedar,B000JDGC78,Joseph,"I’ll start out be saying that I’m the guy that will spend [maybe too much] money on a candle that smells good and is aesthetically pleasing to the eye. Don’t tell anyone. That being said, I have this candle on a “subscribe & save” monthly delivery. It may not look the best, but the label peels off easily and the smell competes with the super-expensive Thymes Frasier Fir candles. It’s a light, clean, fresh cedar/pine scent and fills our living area. Lasts about a month if you burn it for several hours daily.",5.0,2019-02-08,https://www.amazon.com/product-reviews/B000JDGC78/?pageNumber=2
Yankee Candle Large Jar Candle Balsam & Cedar,B000JDGC78,Florida Gal,"I’m so disappointed! I should have known better when I found my favorite Yankee candle scent for so cheap on Amazon. There is barely any scent. I’ve been burning the candle for 3 hours and unless you walk right up to it, you’d never know it was scented. Save your money and buy directly from YC or one or their retailers.",1.0,2019-11-23,https://www.amazon.com/product-reviews/B000JDGC78/?pageNumber=2
Yankee Candle Large Jar Candle Balsam & Cedar,B000JDGC78,Virginia W.,"So disappointing. You cannot even smell this candle. This scent used to be a favorite of mine, but now you cannot even tell it’s burning. Yankee Candle must have changed their formula. I won’t buy another Yankee Candle.",1.0,2021-12-13,https://www.amazon.com/product-reviews/B000JDGC78/?pageNumber=3
Yankee Candle Large Jar Candle Balsam & Cedar,B000JDGC78,"BOB FROM MOUNTAIN HOME, AR","For a Yankee Candle, and the price I paid, I was very disappointed. The smell was non-existent. I thought Yankee were once the best? Apparently greed must have killed them like it does so many businesses these days. You get people running the biz that want to start using cheaper quality materials to make more profit, and they raise prices to ridiculous levels because people love their products. Only they don’t realize people aren’t as stupid as they hoped. The people begin to realize that they just aren’t as good as they once were and they are WAY out of the ballpark now for the Quality to Cost ratio. So people try another brand and go wow, that’s a great candle! And they never go back. They then talk to their friends about it and the friends “wake up” and go “your right, their candles just aren’t that great anymore. Their prices have gotten ridiculous anyway.” It is now that they switch too over to that other brand that really knows how to make a great smelling candle, that stays smelling great, until the last bit of life leaves the flame on the wicks. I know for a fact that this happens as stated above. It is from direct experiences on my part, multiple times as well. I even started polling our friends and the majority of them actually verified the same sentiment. That Yankee Candles, which used to be everyone’s favorite, have gone downhill so badly and have gotten so crazy expensive, that it just does not make sense to keep wasting the amount of time I have to work to pay for them. I work hard. I want quality for my money and time. I’m not going to spend an hour working to throw away on garbage. Companies don’t respect the people who work to pay their salaries. The only thing they care about is my money and not the time I slaved at work just to purchase their crappy product. What happened to the days when “customers come FIRST”? They’re gone and now it’s only about taking your money/time and passing it on to the fat executive that’s destroying their brand, just to make themselves and their greedy shareholders fatter and richer off the backs of those who do the REAL work in this world.... just for the privilege of buying their overpriced trinkets.",1.0,2020-11-25,https://www.amazon.com/product-reviews/B000JDGC78/?pageNumber=3
Yankee Candle Large Jar Candle Balsam & Cedar,B000JDGC78,Karen Gordon,Very mild scent unlit and no scent whatsoever when burning.,1.0,2021-12-19,https://www.amazon.com/product-reviews/B000JDGC78/?pageNumber=3
Yankee Candle Large Jar Candle Balsam & Cedar,B000JDGC78,Gregg E.Miller,"YANKEE CANDLES - BALSAM CEDAR Sometimes the smell on Yankee candles can be a hit or miss.  This particular scent hits the mark and is very long-lasting. I give this candle a 5 star ⭐⭐⭐⭐⭐ rating.  Unfortunately, the Candle wicks were in the wax crooked and we're about 1/2 inch from the side of the glass.  As you could see by the photo it creates only a partial burn of the candle.  I chatted with Amazon customer service online.  And boy were they spectacular !!!  They immediately sent the replacement candle and I received it in 1 days !!!!  It is a pleasure working with Amazon as it seems like if I've had any issues they have been resolved.  I will be a lifelong customer.  😊😊",5.0,2021-01-25,https://www.amazon.com/product-reviews/B000JDGC78/?pageNumber=3
Yankee Candle Large Jar Candle Balsam & Cedar,B000JDGC78,Manilisa,"It smells AMAZING, but it was all broken when I opened it. I was incredibly sad about that because I got it to give to my boyfriend. obviously it is not giftable, so I got a replacement (not here yet). Even though it was all broken, it is still OK to burn. It’s currently burning in our kitchen and our whole house smells like Christmas!!",2.0,2020-11-16,https://www.amazon.com/product-reviews/B000JDGC78/?pageNumber=3
Yankee Candle Large Jar Candle Balsam & Cedar,B000JDGC78,Floweringplum,"I must say I had no issues with the delivery or the condition of the glass jar or the candle.  Packed well and the candle was in perfect condition for immediate use.  No issues with the wick and the scent is not overpowering but is true to being outdoors surrounded by pine trees. Coming from New England, that is a real compliment to those who create the Yankee Candle scents.  I purchased two as the price offered by Amazon was a good deal and much less than the retain store or the online store.  I checked both and decided to go with Amazon as the online Yankee was overwhelmed and not able to process at two attempts my order and the retail store was low on inventory considering the late date of my purchasing.  I was fortunate to have received on Christmas Eve with no delays in delivery, this is where Prime membership is worth having.  Both candle jars came in their own individual packed box and both boxes were wrapped in a cardboard cushioned cover to protect the glass from breakage in travel than placed into a larger box.  I would definitely recommend and give as a gift.",5.0,2020-12-24,https://www.amazon.com/product-reviews/B000JDGC78/?pageNumber=3
Yankee Candle Large Jar Candle Balsam & Cedar,B000JDGC78,GKR8,"I bought several of these candles last fall in preparation for the holiday season. The intensity of the fragrance of those candles allowed the room to e filled substantially better than this one. All were Yankee candles, same size and same fragrance. The product is still good, just not as good. New Ownership?",4.0,2021-11-10,https://www.amazon.com/product-reviews/B000JDGC78/?pageNumber=3
Yankee Candle Large Jar Candle Balsam & Cedar,B000JDGC78,Michael Vaughn,"If you're one of the reviewers saying you can't smell this candle, you need to schedule a covid test. It's got a nice strong scent to it. My one complaint is the wick needs to be larger. Even letting it sit four hours for the first burn, I still got tunneling in this one.",4.0,2021-12-22,https://www.amazon.com/product-reviews/B000JDGC78/?pageNumber=3
Yankee Candle Large Jar Candle Balsam & Cedar,B000JDGC78,Buckee,"What a disappointment!  I was thinking this would be nice to burn in our living room where we set up our Christmas tree.  This is the first year that we’ve had an artificial tree.  While I did not expect the candle to smell like a real tree, I was sad that it smelled nothing at all like a tree.  I detected a bit of a mint scent, but that’s about it.  I have an excellent sense of smell, as anyone in my family will tell you, so I know that it’s not that I’m missing something.  My spouse has a somewhat dulled sense of smell and he thinks the candle has a sort of sweet smell but not like a tree.  Did we get a “bad” item?",1.0,2021-12-05,https://www.amazon.com/product-reviews/B000JDGC78/?pageNumber=3
Yankee Candle Large Jar Candle Balsam & Cedar,B000JDGC78,Amazon Customer,This candle EXPLODED after about 2 hours and ruined my China cabinet shelf and glassware.  No one was in the room at the time it exploded thankfully.  This could have been a very bad incident and people could get seriously injured!  These should be REMOVED from the market!!!,1.0,2021-12-18,https://www.amazon.com/product-reviews/B000JDGC78/?pageNumber=3
Yankee Candle Large Jar Candle Balsam & Cedar,B000JDGC78,Introvert kitty,"Idk if these are old or didn’t pass quality control but there is no where near the scent of the ones about in store (balsam and cedar). I bought rose and lilac and those are fine. This one smokes a lot when you first start burning it, and normally you can get the smell to permeate the whole room just opening it up unlit, but even after burning it is  lac lister. Bought here because the stores were all sold out, and this normally smells like a candle my grandmother had out every Christmas so I really look forward to this smell every year to help keep those memories alive.",3.0,2020-12-27,https://www.amazon.com/product-reviews/B000JDGC78/?pageNumber=4
