product_title,asin,author,review,rating,date,url,sentiment
"Yankee Candle Large 2-Wick Tumbler Candle, Spiced Pumpkin",B004USM1A0,Lateralus,"This candle does not give off hardly any scent. Unfortunately this is not the first Yankee candle I have purchased that gives off almost no discernable aroma. I jumped on google to see if anyone else has had these issues with Yankee candles and apparently this has been going on for eight or nine years with even ardent candle enthusiasts and fans of the company itself blogging, filing consumer complaints, and posting to message boards with the same complaint. How can you be atop the scented candle market with the most aggressive pricing and change the potency and ingredients that got you to the top on the first place?",1.0,2020-10-02,https://www.amazon.com/product-reviews/B004USM1A0/?pageNumber=10,negative
Yankee Candle 1218400Z Large Jar Candle Kitchen Spice,B0057I5TIS,Jessica,No scent at all my pumpkin dish soap in bottle has more shell closed than this did burning for 6 hours really disappointing wish I’d bought bath and body works brands they actually smell for the price,1.0,2020-10-02,https://www.amazon.com/product-reviews/B0057I5TIS/?pageNumber=13,negative
Yankee Candle Large Jar Candle Spiced Pumpkin,B000W3V8S8,Lateralus,"This candle does not give off hardly any scent. Unfortunately this is not the first Yankee candle I have purchased that gives off almost no discernable aroma. I jumped on google to see if anyone else has had these issues with Yankee candles and apparently this has been going on for eight or nine years with even ardent candle enthusiasts and fans of the company itself blogging, filing consumer complaints, and posting to message boards with the same complaint. How can you be atop the scented candle market with the most aggressive pricing and change the potency and ingredients that got you to the top on the first place?",1.0,2020-10-02,https://www.amazon.com/product-reviews/B000W3V8S8/?pageNumber=10,negative
"Yankee Candle Large Jar Candle, Autumn Wreath",B000TVJ6XW,Lateralus,"This candle does not give off hardly any scent. Unfortunately this is not the first Yankee candle I have purchased that gives off almost no discernable aroma. I jumped on google to see if anyone else has had these issues with Yankee candles and apparently this has been going on for eight or nine years with even ardent candle enthusiasts and fans of the company itself blogging, filing consumer complaints, and posting to message boards with the same complaint. How can you be atop the scented candle market with the most aggressive pricing and change the potency and ingredients that got you to the top on the first place?",1.0,2020-10-02,https://www.amazon.com/product-reviews/B000TVJ6XW/?pageNumber=10,negative
Yankee Candle Large Jar Candle Home Sweet Home,B000WUFVR0,Jessica,No scent at all my pumpkin dish soap in bottle has more shell closed than this did burning for 6 hours really disappointing wish I’d bought bath and body works brands they actually smell for the price,1.0,2020-10-02,https://www.amazon.com/product-reviews/B000WUFVR0/?pageNumber=13,negative
Cinnamon Roll Scented Candles for Home | Non Toxic Long Lasting Soy Candles | Delicious Scent | Large 16 oz Mason Jar | Hand Made in The USA,B07WDYMGZN,Norma J. Martellacci,Has no scent at all.,1.0,2020-10-03,https://www.amazon.com/product-reviews/B07WDYMGZN/?pageNumber=26,negative
"Yankee Candle Large 2-Wick Tumbler Candle, Spiced Pumpkin",B004USM1A0,Monika Flynn,"There is hardly any smell with this candle. This scent has been my fall favorite for years, and you could smell it all over the house. This one barely gives off a scent. You have to sit right next to it. I'm mad I dropped $30 on this dud. Should have gone straight to yankee candle.",2.0,2020-10-04,https://www.amazon.com/product-reviews/B004USM1A0/?pageNumber=20,negative
"Yankee Candle Large Jar Candle, Autumn Wreath",B000TVJ6XW,Monika Flynn,"There is hardly any smell with this candle. This scent has been my fall favorite for years, and you could smell it all over the house. This one barely gives off a scent. You have to sit right next to it. I'm mad I dropped $30 on this dud. Should have gone straight to yankee candle.",2.0,2020-10-04,https://www.amazon.com/product-reviews/B000TVJ6XW/?pageNumber=20,negative
"Yankee Candle Large Jar Candle, Silver Birch",B00J6CH1VO,William H. Gillen,No scent whatsoever. Burned it for days and never did smell anything from it.,2.0,2020-10-04,https://www.amazon.com/product-reviews/B00J6CH1VO/?pageNumber=27,negative
Yankee Candle Large Jar Candle Spiced Pumpkin,B000W3V8S8,Monika Flynn,"There is hardly any smell with this candle. This scent has been my fall favorite for years, and you could smell it all over the house. This one barely gives off a scent. You have to sit right next to it. I'm mad I dropped $30 on this dud. Should have gone straight to yankee candle.",2.0,2020-10-04,https://www.amazon.com/product-reviews/B000W3V8S8/?pageNumber=20,negative
Yankee Candle Large Jar Candle Mango Peach Salsa,B001PAPPKY,Mayli,I had high hopes for this after reading some other reviews for this particular scent. I'm usually a fan of Yankee Candles but was really disappointed with this one. I burned it all day and there was no scent at all. I don't recommend buying this scent and will probably return it since it wasn't cheap.,1.0,2020-10-05,https://www.amazon.com/product-reviews/B001PAPPKY/?pageNumber=10,negative
Yankee Candle Large Jar Candle Strawberry Lemon Ice,B019PN2DX4,Mayli,I had high hopes for this after reading some other reviews for this particular scent. I'm usually a fan of Yankee Candles but was really disappointed with this one. I burned it all day and there was no scent at all. I don't recommend buying this scent and will probably return it since it wasn't cheap.,1.0,2020-10-05,https://www.amazon.com/product-reviews/B019PN2DX4/?pageNumber=10,negative
"Yankee Candle Large 2-Wick Tumbler Candle, Spiced Pumpkin",B004USM1A0,Moby,I am so Disappointed. I read several of the reviews that said that this Yankee pumpkin spice candle had very little scent but others  were very positive so I decided to go ahead and purchase it. Well I’m here to tell you there is NO SCENT WHATSOEVER! It’s been a number of years since I bought a Yankee candle as I had become disillusioned with less and less scent that they gave off but this is the worst ever. Grateful that I didn’t pay full price for this although it’s a total waste of money for me. Never again.,1.0,2020-10-05,https://www.amazon.com/product-reviews/B004USM1A0/?pageNumber=11,negative
"Yankee Candle Sicillian Lemon Scented Premium Paraffin Grade Candle Wax with up to 150 Hour Burn Time, Large Jar",B06X6H95GW,Mayli,I had high hopes for this after reading some other reviews for this particular scent. I'm usually a fan of Yankee Candles but was really disappointed with this one. I burned it all day and there was no scent at all. I don't recommend buying this scent and will probably return it since it wasn't cheap.,1.0,2020-10-05,https://www.amazon.com/product-reviews/B06X6H95GW/?pageNumber=10,negative
Yankee Candle Large Jar Candle Macintosh,B007FSDIJA,Mayli,I had high hopes for this after reading some other reviews for this particular scent. I'm usually a fan of Yankee Candles but was really disappointed with this one. I burned it all day and there was no scent at all. I don't recommend buying this scent and will probably return it since it wasn't cheap.,1.0,2020-10-05,https://www.amazon.com/product-reviews/B007FSDIJA/?pageNumber=10,negative
"Yankee Candle Pineapple Cilantro Jar Candle, Large Jar",B0032JHSP6,Mayli,I had high hopes for this after reading some other reviews for this particular scent. I'm usually a fan of Yankee Candles but was really disappointed with this one. I burned it all day and there was no scent at all. I don't recommend buying this scent and will probably return it since it wasn't cheap.,1.0,2020-10-05,https://www.amazon.com/product-reviews/B0032JHSP6/?pageNumber=10,negative
Yankee Candle Large Jar Candle Spiced Pumpkin,B000W3V8S8,Moby,I am so Disappointed. I read several of the reviews that said that this Yankee pumpkin spice candle had very little scent but others  were very positive so I decided to go ahead and purchase it. Well I’m here to tell you there is NO SCENT WHATSOEVER! It’s been a number of years since I bought a Yankee candle as I had become disillusioned with less and less scent that they gave off but this is the worst ever. Grateful that I didn’t pay full price for this although it’s a total waste of money for me. Never again.,1.0,2020-10-05,https://www.amazon.com/product-reviews/B000W3V8S8/?pageNumber=11,negative
"Yankee Candle Large Jar Candle, Autumn Wreath",B000TVJ6XW,Moby,I am so Disappointed. I read several of the reviews that said that this Yankee pumpkin spice candle had very little scent but others  were very positive so I decided to go ahead and purchase it. Well I’m here to tell you there is NO SCENT WHATSOEVER! It’s been a number of years since I bought a Yankee candle as I had become disillusioned with less and less scent that they gave off but this is the worst ever. Grateful that I didn’t pay full price for this although it’s a total waste of money for me. Never again.,1.0,2020-10-05,https://www.amazon.com/product-reviews/B000TVJ6XW/?pageNumber=11,negative
"Yankee Candle Large 2-Wick Tumbler Candle, Spiced Pumpkin",B004USM1A0,NJN,"I think this candle is a fake....this is my favorite fall scent, but this candle that I just wasted $17.00 on smells like burning wax....it seriously has ZERO SCENT! Not even a hint of Spiced Pumpkin...I definitely think this is a fake Yankee Candle! Buyer beware!",1.0,2020-10-06,https://www.amazon.com/product-reviews/B004USM1A0/?pageNumber=18,negative
"Yankee Candle Large Jar Candle, Autumn Wreath",B000TVJ6XW,NJN,"I think this candle is a fake....this is my favorite fall scent, but this candle that I just wasted $17.00 on smells like burning wax....it seriously has ZERO SCENT! Not even a hint of Spiced Pumpkin...I definitely think this is a fake Yankee Candle! Buyer beware!",1.0,2020-10-06,https://www.amazon.com/product-reviews/B000TVJ6XW/?pageNumber=18,negative
Yankee Candle Large Jar Candle Spiced Pumpkin,B000W3V8S8,NJN,"I think this candle is a fake....this is my favorite fall scent, but this candle that I just wasted $17.00 on smells like burning wax....it seriously has ZERO SCENT! Not even a hint of Spiced Pumpkin...I definitely think this is a fake Yankee Candle! Buyer beware!",1.0,2020-10-06,https://www.amazon.com/product-reviews/B000W3V8S8/?pageNumber=18,negative
Cinnamon Roll Scented Candles for Home | Non Toxic Long Lasting Soy Candles | Delicious Scent | Large 16 oz Mason Jar | Hand Made in The USA,B07WDYMGZN,Amazon Customer,NO scent whatsoever! None. Very disappointed. Never again.,1.0,2020-10-07,https://www.amazon.com/product-reviews/B07WDYMGZN/?pageNumber=11,negative
"Yankee Candle Large Jar Candle, Silver Birch",B00J6CH1VO,B. J. Dzomba,No smell,1.0,2020-10-07,https://www.amazon.com/product-reviews/B00J6CH1VO/?pageNumber=27,negative
"Yankee Candle Large Jar Candle, Autumn Wreath",B000TVJ6XW,Rcbird,I ordered the Honey Crisp Apple Cider candle. It’s been burning for at least an hour and there is little to no smell. I’ve never had this issue with Yankee Candles in the past so not sure if this is a fake or they are starting to lack. Would leave 0 stars if I could. Don’t waste your money.,1.0,2020-10-08,https://www.amazon.com/product-reviews/B000TVJ6XW/?pageNumber=8,negative
Cinnamon Roll Scented Candles for Home | Non Toxic Long Lasting Soy Candles | Delicious Scent | Large 16 oz Mason Jar | Hand Made in The USA,B07WDYMGZN,noelle gonzalez,"I purchased this candle so that my apartment (which is not too big) can be full of pumpkin pie fall vibes and was left disappointed. First, the candle advertised that it was eight ounces, but upon arrival it appeared to be the same size as the 3.4 ounce Glade candle I had just gotten rid of. Second, the wick is short and both times that I lit the candle the wick burnt out on its own within an hour. Third, I cant smell this candle at all. Just a total waste. The packaging is cute and homey, but everything else was a fail. :(",1.0,2020-10-08,https://www.amazon.com/product-reviews/B07WDYMGZN/?pageNumber=2,negative
"Yankee Candle Large 2-Wick Tumbler Candle, Spiced Pumpkin",B004USM1A0,Rcbird,I ordered the Honey Crisp Apple Cider candle. It’s been burning for at least an hour and there is little to no smell. I’ve never had this issue with Yankee Candles in the past so not sure if this is a fake or they are starting to lack. Would leave 0 stars if I could. Don’t waste your money.,1.0,2020-10-08,https://www.amazon.com/product-reviews/B004USM1A0/?pageNumber=8,negative
Yankee Candle Large Jar Candle Spiced Pumpkin,B000W3V8S8,Rcbird,I ordered the Honey Crisp Apple Cider candle. It’s been burning for at least an hour and there is little to no smell. I’ve never had this issue with Yankee Candles in the past so not sure if this is a fake or they are starting to lack. Would leave 0 stars if I could. Don’t waste your money.,1.0,2020-10-08,https://www.amazon.com/product-reviews/B000W3V8S8/?pageNumber=8,negative
"Yankee Candle Large 2-Wick Tumbler Candle, Spiced Pumpkin",B004USM1A0,tort,"I ordered the Pumpkin spice.  Upon opening the jar, the smell was pleasant.  After burning it for about an hour there was zero scent in the room where I had it.  I usually buy Bath and Body works and will be going back after this disappointing experience.",2.0,2020-10-10,https://www.amazon.com/product-reviews/B004USM1A0/?pageNumber=19,negative
Yankee Candle Large Jar Candle Spiced Pumpkin,B000W3V8S8,tort,"I ordered the Pumpkin spice.  Upon opening the jar, the smell was pleasant.  After burning it for about an hour there was zero scent in the room where I had it.  I usually buy Bath and Body works and will be going back after this disappointing experience.",2.0,2020-10-10,https://www.amazon.com/product-reviews/B000W3V8S8/?pageNumber=19,negative
"Yankee Candle Large Jar Candle, Autumn Wreath",B000TVJ6XW,tort,"I ordered the Pumpkin spice.  Upon opening the jar, the smell was pleasant.  After burning it for about an hour there was zero scent in the room where I had it.  I usually buy Bath and Body works and will be going back after this disappointing experience.",2.0,2020-10-10,https://www.amazon.com/product-reviews/B000TVJ6XW/?pageNumber=19,negative
"Yankee Candle Balsam & Cedar Scented Candles, Large 2-Wick Tumbler",B002UE6YQ8,Multijeweled,So disappointed. Burned for hours and could barely smell the scent. Waste of money. Back to Bath and Body candles.,1.0,2020-10-11,https://www.amazon.com/product-reviews/B002UE6YQ8/?pageNumber=10,negative
Yankee Candle Large Jar Candle French Vanilla,B000W3T9GG,elisa,i heard nothing but good things about Yankee candles so decided to try it myself. This french vanilla scent candle absolutely has no smell. It will burn all day in my room and not even the slightest smell. I won’t be buying this brand again. I tried glade candles and they will smell all rooms in my house with no problem.,1.0,2020-10-11,https://www.amazon.com/product-reviews/B000W3T9GG/?pageNumber=12,negative
Yankee Candle Large Jar Candle Café Al Fresco,B01NAAQLZ1,elisa,i heard nothing but good things about Yankee candles so decided to try it myself. This french vanilla scent candle absolutely has no smell. It will burn all day in my room and not even the slightest smell. I won’t be buying this brand again. I tried glade candles and they will smell all rooms in my house with no problem.,1.0,2020-10-11,https://www.amazon.com/product-reviews/B01NAAQLZ1/?pageNumber=12,negative
Yankee Candle Large Jar Candle Vanilla Cupcake,B000X457HO,elisa,i heard nothing but good things about Yankee candles so decided to try it myself. This french vanilla scent candle absolutely has no smell. It will burn all day in my room and not even the slightest smell. I won’t be buying this brand again. I tried glade candles and they will smell all rooms in my house with no problem.,1.0,2020-10-11,https://www.amazon.com/product-reviews/B000X457HO/?pageNumber=12,negative
"Yankee Candle Large Jar Candle, Silver Birch",B00J6CH1VO,L. L.,"After decades of buying Yankee Candles I have noticed a steady decline in scent. Now I have 4 large jars in one room. They have all been burning for two hours, and when I go into the room, I can't detect ANY SCENT AT ALL! I realized recently a corporation purchased Yankee Candles, from the original owner, and he died. Again, I see the results of what happens when a greedy corporation buys anything good. They ruin it, and perhaps cut back or use a cheaper essential oil. Whatever they're doing, it's a shame. This decline has gone on for years, and I have had it! Why must corporation buy great companies and ruin what was once the best candle on the market?  From now on, I will purchase candles elsewhere, from another company..Perhaps the original sons new Candle company will return to create the original great scented candles. Maybe corporations will learn, they can only short change decades long customers for so long before they ruin their investment and lose more customers for good. Shame on corporate greed ruining a once great candle company. FOUR candles and two hours in one room, and NOTHING??",1.0,2020-10-13,https://www.amazon.com/product-reviews/B00J6CH1VO,negative
Yankee Candle Large Jar Candle Home Sweet Home,B000WUFVR0,Irene L,This candle is TERRIBLE!! It smells good when you open it. But their is NO  SMELL when burning. Waste of money.,1.0,2020-10-13,https://www.amazon.com/product-reviews/B000WUFVR0/?pageNumber=12,negative
"Yankee Candle Large Jar Candle, Silver Birch",B00J6CH1VO,L. L.,"After decades of buying Yankee Candles I have noticed a steady decline in scent. Now I have 4 large jars in one room. They have all been burning for two hours, and when I go into the room, I can't detect ANY SCENT AT ALL! I realized recently a corporation purchased Yankee Candles, from the original owner, and he died. Again, I see the results of what happens when a greedy corporation buys anything good. They ruin it, and perhaps cut back or use a cheaper essential oil. Whatever they're doing, it's a shame. This decline has gone on for years, and I have had it! Why must corporation buy great companies and ruin what was once the best candle on the market?  From now on, I will purchase candles elsewhere, from another company..Perhaps the original sons new Candle company will return to create the original great scented candles. Maybe corporations will learn, they can only short change decades long customers for so long before they ruin their investment and lose more customers for good. Shame on corporate greed ruining a once great candle company. FOUR candles and two hours in one room, and NOTHING??",1.0,2020-10-13,https://www.amazon.com/product-reviews/B00J6CH1VO/?pageNumber=1,negative
Yankee Candle 1218400Z Large Jar Candle Kitchen Spice,B0057I5TIS,Irene L,This candle is TERRIBLE!! It smells good when you open it. But their is NO  SMELL when burning. Waste of money.,1.0,2020-10-13,https://www.amazon.com/product-reviews/B0057I5TIS/?pageNumber=12,negative
"Yankee Candle Large 2-Wick Tumbler Candle, Spiced Pumpkin",B004USM1A0,E,"I read reviews that said this had a very weak scent, but I gave it a shot anyway. First, it arrived in a Yankee Candle branded box, as if it was shipped directly from the source, and it was packaged well. Although when I took the top off, there were weird bubbles on the top of the candle that deprecated when I touched them...weird! I was just in a full price Yankee Candle store yesterday and it appeared to be the same candle (I shouldn’t have hesitated and just bought it directly from the store). I lit the candle and went into another room to test it out. I waited to see if the fragrance would carry over to the room I was in, because that’s what happens with my other Yankee Candles. I checked periodically and there was zero scent. The only time I smelled anything at all was if I stood directed over the candle and put my face close to the top. This is ridiculous. I think this is an OLD candle. Just like perfume, I think candles can lose their potency. Don’t waste your money!",1.0,2020-10-14,https://www.amazon.com/product-reviews/B004USM1A0/?pageNumber=8,negative
Yankee Candle Large Jar Candle Spiced Pumpkin,B000W3V8S8,E,"I read reviews that said this had a very weak scent, but I gave it a shot anyway. First, it arrived in a Yankee Candle branded box, as if it was shipped directly from the source, and it was packaged well. Although when I took the top off, there were weird bubbles on the top of the candle that deprecated when I touched them...weird! I was just in a full price Yankee Candle store yesterday and it appeared to be the same candle (I shouldn’t have hesitated and just bought it directly from the store). I lit the candle and went into another room to test it out. I waited to see if the fragrance would carry over to the room I was in, because that’s what happens with my other Yankee Candles. I checked periodically and there was zero scent. The only time I smelled anything at all was if I stood directed over the candle and put my face close to the top. This is ridiculous. I think this is an OLD candle. Just like perfume, I think candles can lose their potency. Don’t waste your money!",1.0,2020-10-14,https://www.amazon.com/product-reviews/B000W3V8S8/?pageNumber=8,negative
"Yankee Candle Large Jar Candle, Autumn Wreath",B000TVJ6XW,E,"I read reviews that said this had a very weak scent, but I gave it a shot anyway. First, it arrived in a Yankee Candle branded box, as if it was shipped directly from the source, and it was packaged well. Although when I took the top off, there were weird bubbles on the top of the candle that deprecated when I touched them...weird! I was just in a full price Yankee Candle store yesterday and it appeared to be the same candle (I shouldn’t have hesitated and just bought it directly from the store). I lit the candle and went into another room to test it out. I waited to see if the fragrance would carry over to the room I was in, because that’s what happens with my other Yankee Candles. I checked periodically and there was zero scent. The only time I smelled anything at all was if I stood directed over the candle and put my face close to the top. This is ridiculous. I think this is an OLD candle. Just like perfume, I think candles can lose their potency. Don’t waste your money!",1.0,2020-10-14,https://www.amazon.com/product-reviews/B000TVJ6XW/?pageNumber=8,negative
"Yankee Candle 1131264Z Large 2-Wick Tumbler Candle, Red Apple Wreath",B001U3WTP0,Amazon Customer,Horrible burnt for 2 hours no scent none nothing,1.0,2020-10-17,https://www.amazon.com/product-reviews/B001U3WTP0/?pageNumber=2,negative
"Yankee Candle Large Jar Candle, Silver Birch",B00J6CH1VO,Ros,I've bought this candle 4 or 5 times been great. This candle has 0 scent. Nothing... no I don't have rona either. Disappointing!!!,1.0,2020-10-18,https://www.amazon.com/product-reviews/B00J6CH1VO/?pageNumber=15,negative
"Yankee Candle Large Jar Candle, Red Apple Wreath",B001U40C6W,Little,I bought the Candy Apple and there is no scent at all! Sent back,1.0,2020-10-18,https://www.amazon.com/product-reviews/B001U40C6W/?pageNumber=6,negative
"Yankee Candle Large Jar Candle, Silver Birch",B00J6CH1VO,Alyssa,No smell! What a waste of money.,1.0,2020-10-18,https://www.amazon.com/product-reviews/B00J6CH1VO/?pageNumber=25,negative
"Yankee Candle Large Jar Candle, Autumn Wreath",B000TVJ6XW,Gigi Mitzner,"I was so excited when I placed this order, but I couldn’t be more disappointed with the fragrance unless your nose is literally in the candle. I do not smell it in my home, which is very surprising considering it is a Yankee not sure what went wrong with the sent; I will not recommend it, nor will I purchase this again",2.0,2020-10-20,https://www.amazon.com/product-reviews/B000TVJ6XW/?pageNumber=14,negative
"Yankee Candle 1131264Z Large 2-Wick Tumbler Candle, Red Apple Wreath",B001U3WTP0,dakpluto,The scent is very weak and the flame keeps going out after the wax caved into itself and is now flooding over the wick when I try to light it. Very disappointed in the quality of this candle. I’ll be seeking a refund.,1.0,2020-10-20,https://www.amazon.com/product-reviews/B001U3WTP0/?pageNumber=3,negative
"Yankee Candle Large 2-Wick Tumbler Candle, Spiced Pumpkin",B004USM1A0,Gigi Mitzner,"I was so excited when I placed this order, but I couldn’t be more disappointed with the fragrance unless your nose is literally in the candle. I do not smell it in my home, which is very surprising considering it is a Yankee not sure what went wrong with the sent; I will not recommend it, nor will I purchase this again",2.0,2020-10-20,https://www.amazon.com/product-reviews/B004USM1A0/?pageNumber=14,negative
Yankee Candle Large Jar Candle Spiced Pumpkin,B000W3V8S8,Gigi Mitzner,"I was so excited when I placed this order, but I couldn’t be more disappointed with the fragrance unless your nose is literally in the candle. I do not smell it in my home, which is very surprising considering it is a Yankee not sure what went wrong with the sent; I will not recommend it, nor will I purchase this again",2.0,2020-10-20,https://www.amazon.com/product-reviews/B000W3V8S8/?pageNumber=14,negative
"Yankee Candle Large Jar Candle, Autumn Wreath",B000TVJ6XW,Diann,Very disappointed in these candles. Very little to no  fragrance. I burned and also tried to even use as a tart melt. I would not suggest this candle if you’re looking for a scented candle,1.0,2020-10-21,https://www.amazon.com/product-reviews/B000TVJ6XW/?pageNumber=13,negative
Yankee Candle Large Jar Candle Spiced Pumpkin,B000W3V8S8,Diann,Very disappointed in these candles. Very little to no  fragrance. I burned and also tried to even use as a tart melt. I would not suggest this candle if you’re looking for a scented candle,1.0,2020-10-21,https://www.amazon.com/product-reviews/B000W3V8S8/?pageNumber=13,negative
Yankee Candle Large Jar Candle Mango Peach Salsa,B001PAPPKY,J. Wright,"with a blindfold on I’d probably guess every other fruit besides pear. Smells more like vanilla than anything else, & it’s that artificial vanilla smell. disappointed",1.0,2020-10-21,https://www.amazon.com/product-reviews/B001PAPPKY/?pageNumber=22,negative
"Yankee Candle Pineapple Cilantro Jar Candle, Large Jar",B0032JHSP6,J. Wright,"with a blindfold on I’d probably guess every other fruit besides pear. Smells more like vanilla than anything else, & it’s that artificial vanilla smell. disappointed",1.0,2020-10-21,https://www.amazon.com/product-reviews/B0032JHSP6/?pageNumber=22,negative
Yankee Candle Large Jar Candle Macintosh,B007FSDIJA,J. Wright,"with a blindfold on I’d probably guess every other fruit besides pear. Smells more like vanilla than anything else, & it’s that artificial vanilla smell. disappointed",1.0,2020-10-21,https://www.amazon.com/product-reviews/B007FSDIJA/?pageNumber=22,negative
Cinnamon Roll Scented Candles for Home | Non Toxic Long Lasting Soy Candles | Delicious Scent | Large 16 oz Mason Jar | Hand Made in The USA,B07WDYMGZN,Kayla Smith,No scent and very tiny. I’m disappointed,1.0,2020-10-21,https://www.amazon.com/product-reviews/B07WDYMGZN/?pageNumber=19,negative
"Yankee Candle Large 2-Wick Tumbler Candle, Spiced Pumpkin",B004USM1A0,Diann,Very disappointed in these candles. Very little to no  fragrance. I burned and also tried to even use as a tart melt. I would not suggest this candle if you’re looking for a scented candle,1.0,2020-10-21,https://www.amazon.com/product-reviews/B004USM1A0/?pageNumber=13,negative
"Yankee Candle Sicillian Lemon Scented Premium Paraffin Grade Candle Wax with up to 150 Hour Burn Time, Large Jar",B06X6H95GW,J. Wright,"with a blindfold on I’d probably guess every other fruit besides pear. Smells more like vanilla than anything else, & it’s that artificial vanilla smell. disappointed",1.0,2020-10-21,https://www.amazon.com/product-reviews/B06X6H95GW/?pageNumber=22,negative
Yankee Candle Large Jar Candle Strawberry Lemon Ice,B019PN2DX4,J. Wright,"with a blindfold on I’d probably guess every other fruit besides pear. Smells more like vanilla than anything else, & it’s that artificial vanilla smell. disappointed",1.0,2020-10-21,https://www.amazon.com/product-reviews/B019PN2DX4/?pageNumber=22,negative
"Yankee Candle Large 2-Wick Tumbler Candle, Spiced Pumpkin",B004USM1A0,Courtney,I bought 5 of these for myself and my family as gifts. I feel terrible i gave these to my fam. They don’t smell like anything at all. Not my experience with yankee candles.. don’t know what to make of how not good these are.,1.0,2020-10-22,https://www.amazon.com/product-reviews/B004USM1A0/?pageNumber=11,negative
"Yankee Candle Large Jar Candle, Autumn Wreath",B000TVJ6XW,Courtney,I bought 5 of these for myself and my family as gifts. I feel terrible i gave these to my fam. They don’t smell like anything at all. Not my experience with yankee candles.. don’t know what to make of how not good these are.,1.0,2020-10-22,https://www.amazon.com/product-reviews/B000TVJ6XW/?pageNumber=11,negative
Yankee Candle Large Jar Candle Spiced Pumpkin,B000W3V8S8,Courtney,I bought 5 of these for myself and my family as gifts. I feel terrible i gave these to my fam. They don’t smell like anything at all. Not my experience with yankee candles.. don’t know what to make of how not good these are.,1.0,2020-10-22,https://www.amazon.com/product-reviews/B000W3V8S8/?pageNumber=11,negative
Cinnamon Roll Scented Candles for Home | Non Toxic Long Lasting Soy Candles | Delicious Scent | Large 16 oz Mason Jar | Hand Made in The USA,B07WDYMGZN,LYNN DEBOER,SCENT.  The scent was hardly noticeable.  The wick melted  into the wax even though I followed directions to cut down before lightning.  Will not buy again,1.0,2020-10-23,https://www.amazon.com/product-reviews/B07WDYMGZN/?pageNumber=13,negative
"Yankee Candle Large Jar Candle, Autumn Wreath",B000TVJ6XW,Joanne,"I expected a warm, fall, pumpkin scent.....nothing. How??? No one in the family can smell when it’s burning. Hello quality control.....",1.0,2020-10-24,https://www.amazon.com/product-reviews/B000TVJ6XW/?pageNumber=18,negative
"Yankee Candle Large Jar Candle, Silver Birch",B00J6CH1VO,Judy K.,I have had Mountain Lodge yankee candles before but this one had no scent. Perhaps old stock?,1.0,2020-10-24,https://www.amazon.com/product-reviews/B00J6CH1VO/?pageNumber=18,negative
"Yankee Candle Large 2-Wick Tumbler Candle, Spiced Pumpkin",B004USM1A0,Joanne,"I expected a warm, fall, pumpkin scent.....nothing. How??? No one in the family can smell when it’s burning. Hello quality control.....",1.0,2020-10-24,https://www.amazon.com/product-reviews/B004USM1A0/?pageNumber=18,negative
Yankee Candle Large Jar Candle Spiced Pumpkin,B000W3V8S8,Joanne,"I expected a warm, fall, pumpkin scent.....nothing. How??? No one in the family can smell when it’s burning. Hello quality control.....",1.0,2020-10-24,https://www.amazon.com/product-reviews/B000W3V8S8/?pageNumber=18,negative
"Yankee Candle Company Elevation Collection with Platform Lid, Small 1-Wick Candle, Sheer Linen",B07D37ZFBH,Beckers,Meh. Can’t really smell anything,1.0,2020-10-25,https://www.amazon.com/product-reviews/B07D37ZFBH/?pageNumber=1,negative
"Yankee Candle Company Elevation Collection with Platform Lid, Small 1-Wick Candle, Sheer Linen",B07D37ZFBH,Beckers,Meh. Can’t really smell anything,1.0,2020-10-25,https://www.amazon.com/product-reviews/B07D37ZFBH,negative
Cinnamon Roll Scented Candles for Home | Non Toxic Long Lasting Soy Candles | Delicious Scent | Large 16 oz Mason Jar | Hand Made in The USA,B07WDYMGZN,Laraine S,Wick burns down quickly leaving most of the candle useless. When it is burning you can't smell it unless you're on top of it. Don't buy.,2.0,2020-10-27,https://www.amazon.com/product-reviews/B07WDYMGZN/?pageNumber=7,negative
"Yankee Candle Pineapple Cilantro Jar Candle, Large Jar",B0032JHSP6,Joanna P.,The media could not be loaded. The large Mango Peach Salsa candle I purchased was defective! It was not poured/mixed properly and has been bubbling/separating every time I light it up. I got another straight from Yankee Candle and it has the exact same issue!!! I have purchased dozens of Yankee Candles and this is the only scent that has had this problem.,1.0,2020-10-27,https://www.amazon.com/product-reviews/B0032JHSP6/?pageNumber=6,negative
Yankee Candle Large Jar Candle Mango Peach Salsa,B001PAPPKY,Joanna P.,The media could not be loaded. The large Mango Peach Salsa candle I purchased was defective! It was not poured/mixed properly and has been bubbling/separating every time I light it up. I got another straight from Yankee Candle and it has the exact same issue!!! I have purchased dozens of Yankee Candles and this is the only scent that has had this problem.,1.0,2020-10-27,https://www.amazon.com/product-reviews/B001PAPPKY/?pageNumber=6,negative
Yankee Candle Large Jar Candle Strawberry Lemon Ice,B019PN2DX4,Joanna P.,The media could not be loaded. The large Mango Peach Salsa candle I purchased was defective! It was not poured/mixed properly and has been bubbling/separating every time I light it up. I got another straight from Yankee Candle and it has the exact same issue!!! I have purchased dozens of Yankee Candles and this is the only scent that has had this problem.,1.0,2020-10-27,https://www.amazon.com/product-reviews/B019PN2DX4/?pageNumber=6,negative
